date,nav
15-07-2026,114.03000
14-07-2026,113.51000
13-07-2026,114.47000
10-07-2026,114.14000
09-07-2026,112.70000
08-07-2026,110.70000
07-07-2026,112.55000
06-07-2026,113.30000
03-07-2026,112.80000
02-07-2026,113.13000
01-07-2026,112.34000
30-06-2026,111.92000
29-06-2026,111.18000
25-06-2026,111.49000
24-06-2026,112.13000
23-06-2026,111.43000
22-06-2026,111.76000
19-06-2026,111.15000
18-06-2026,110.69000
17-06-2026,110.15000
16-06-2026,109.43000
15-06-2026,108.69000
12-06-2026,107.35000
11-06-2026,105.12000
10-06-2026,105.77000
09-06-2026,106.70000
08-06-2026,105.73000
05-06-2026,106.78000
04-06-2026,106.76000
03-06-2026,106.00000
02-06-2026,106.29000
01-06-2026,105.74000
31-05-2026,106.67000
29-05-2026,106.68000
27-05-2026,107.66000
26-05-2026,107.55000
25-05-2026,107.56000
22-05-2026,106.50000
21-05-2026,106.60000
20-05-2026,106.06000
19-05-2026,105.69000
18-05-2026,104.89000
15-05-2026,106.30000
14-05-2026,106.40000
13-05-2026,106.11000
12-05-2026,105.95000
11-05-2026,108.66000
08-05-2026,109.26000
07-05-2026,109.29000
06-05-2026,108.27000
05-05-2026,106.92000
04-05-2026,106.53000
30-04-2026,105.42000
29-04-2026,105.91000
28-04-2026,105.32000
27-04-2026,105.65000
24-04-2026,103.86000
23-04-2026,104.85000
22-04-2026,105.35000
21-04-2026,104.66000
20-04-2026,103.70000
17-04-2026,103.90000
16-04-2026,102.67000
15-04-2026,101.86000
13-04-2026,100.10000
10-04-2026,100.46000
09-04-2026,99.17000
08-04-2026,99.38000
07-04-2026,96.20000
06-04-2026,95.83000
02-04-2026,94.99000
01-04-2026,95.00000
31-03-2026,92.95000
30-03-2026,92.96000
27-03-2026,94.85000
25-03-2026,96.50000
24-03-2026,94.37000
23-03-2026,92.58000
20-03-2026,95.56000
19-03-2026,95.49000
18-03-2026,97.80000
17-03-2026,96.14000
16-03-2026,95.68000
13-03-2026,95.49000
12-03-2026,98.03000
11-03-2026,98.61000
10-03-2026,99.00000
09-03-2026,97.40000
06-03-2026,99.09000
05-03-2026,99.63000
04-03-2026,98.36000
02-03-2026,100.21000
28-02-2026,101.93000
27-02-2026,101.93000
26-02-2026,103.15000
25-02-2026,102.93000
24-02-2026,102.78000
23-02-2026,103.40000
20-02-2026,102.90000
19-02-2026,102.73000
18-02-2026,103.71000
17-02-2026,103.30000
16-02-2026,102.69000
13-02-2026,102.53000
12-02-2026,104.07000
11-02-2026,104.81000
10-02-2026,104.48000
09-02-2026,103.71000
06-02-2026,101.51000
05-02-2026,102.01000
04-02-2026,102.71000
03-02-2026,102.12000
02-02-2026,99.20000
31-01-2026,100.49000
30-01-2026,100.49000
29-01-2026,99.28000
28-01-2026,99.69000
27-01-2026,98.34000
23-01-2026,98.13000
22-01-2026,99.86000
21-01-2026,98.81000
20-01-2026,99.58000
19-01-2026,101.77000
16-01-2026,102.69000
14-01-2026,102.93000
13-01-2026,102.58000
12-01-2026,101.92000
09-01-2026,102.60000
08-01-2026,103.85000
07-01-2026,105.49000
06-01-2026,105.63000
05-01-2026,106.22000
02-01-2026,105.87000
01-01-2026,104.90000
31-12-2025,104.77000
30-12-2025,103.86000
29-12-2025,104.29000
26-12-2025,105.06000
24-12-2025,105.30000
23-12-2025,105.50000
22-12-2025,105.32000
19-12-2025,104.41000
18-12-2025,103.29000
17-12-2025,103.31000
16-12-2025,103.98000
15-12-2025,104.83000
12-12-2025,104.79000
11-12-2025,103.89000
10-12-2025,103.31000
09-12-2025,104.01000
08-12-2025,102.96000
05-12-2025,104.74000
04-12-2025,105.38000
03-12-2025,105.53000
02-12-2025,105.77000
01-12-2025,106.21000
30-11-2025,106.17000
28-11-2025,106.17000
27-11-2025,106.47000
26-11-2025,107.13000
25-11-2025,105.89000
24-11-2025,105.59000
21-11-2025,106.24000
20-11-2025,107.46000
19-11-2025,107.61000
18-11-2025,107.71000
17-11-2025,108.66000
14-11-2025,107.68000
13-11-2025,107.47000
12-11-2025,107.98000
11-11-2025,107.18000
10-11-2025,107.37000
07-11-2025,107.19000
06-11-2025,107.24000
04-11-2025,108.63000
03-11-2025,109.01000
31-10-2025,107.99000
30-10-2025,108.46000
29-10-2025,108.35000
28-10-2025,107.93000
27-10-2025,107.77000
24-10-2025,107.11000
23-10-2025,107.06000
20-10-2025,106.64000
17-10-2025,106.47000
16-10-2025,106.76000
15-10-2025,105.90000
14-10-2025,105.16000
13-10-2025,105.96000
10-10-2025,106.24000
09-10-2025,105.62000
08-10-2025,105.58000
07-10-2025,106.38000
06-10-2025,106.06000
03-10-2025,105.54000
01-10-2025,105.01000
30-09-2025,104.22000
26-09-2025,104.63000
25-09-2025,106.43000
24-09-2025,107.20000
23-09-2025,107.59000
22-09-2025,107.86000
19-09-2025,108.68000
18-09-2025,108.36000
17-09-2025,108.41000
16-09-2025,107.80000
15-09-2025,107.18000
12-09-2025,106.77000
11-09-2025,106.70000
10-09-2025,106.71000
09-09-2025,106.12000
08-09-2025,105.83000
05-09-2025,105.70000
04-09-2025,105.74000
03-09-2025,105.94000
02-09-2025,105.15000
01-09-2025,104.82000
31-08-2025,103.40000
29-08-2025,103.40000
28-08-2025,103.78000
26-08-2025,104.63000
25-08-2025,106.43000
22-08-2025,106.34000
21-08-2025,106.77000
20-08-2025,106.70000
19-08-2025,106.67000
18-08-2025,106.17000
14-08-2025,104.68000
13-08-2025,104.84000
12-08-2025,104.22000
11-08-2025,104.12000
08-08-2025,103.55000
07-08-2025,104.57000
06-08-2025,104.45000
05-08-2025,105.54000
04-08-2025,106.11000
01-08-2025,105.69000
31-07-2025,106.67000
30-07-2025,106.95000
29-07-2025,106.92000
28-07-2025,106.09000
25-07-2025,107.10000
24-07-2025,108.76000
23-07-2025,109.14000
22-07-2025,109.21000
21-07-2025,109.32000
18-07-2025,109.18000
17-07-2025,109.98000
16-07-2025,109.40000
15-07-2025,109.27000
14-07-2025,108.26000
11-07-2025,107.64000
10-07-2025,108.47000
09-07-2025,108.61000
08-07-2025,108.32000
07-07-2025,108.69000
04-07-2025,108.98000
03-07-2025,108.84000
02-07-2025,108.51000
01-07-2025,108.78000
30-06-2025,108.67000
27-06-2025,107.92000
26-06-2025,107.40000
25-06-2025,107.21000
24-06-2025,105.97000
23-06-2025,105.26000
20-06-2025,104.84000
19-06-2025,103.85000
18-06-2025,105.50000
17-06-2025,105.69000
16-06-2025,106.20000
13-06-2025,105.75000
12-06-2025,105.56000
