date,nav
16-07-2026,180.96050
15-07-2026,181.56110
14-07-2026,179.76490
13-07-2026,180.44590
10-07-2026,180.62920
09-07-2026,179.30020
08-07-2026,177.21430
07-07-2026,178.95130
06-07-2026,179.81240
03-07-2026,179.78490
02-07-2026,180.82160
01-07-2026,179.03970
30-06-2026,179.35380
29-06-2026,177.85570
25-06-2026,176.84090
24-06-2026,177.84190
23-06-2026,176.52640
22-06-2026,177.03510
19-06-2026,175.26830
18-06-2026,174.30090
17-06-2026,173.32770
16-06-2026,172.27760
15-06-2026,171.77550
12-06-2026,170.50770
11-06-2026,167.14070
10-06-2026,167.80780
09-06-2026,168.63060
08-06-2026,166.48950
05-06-2026,168.96910
04-06-2026,168.77010
03-06-2026,168.39110
02-06-2026,167.56920
01-06-2026,166.86990
31-05-2026,168.05710
29-05-2026,168.06540
27-05-2026,169.25750
26-05-2026,168.54570
25-05-2026,167.97150
22-05-2026,166.73510
21-05-2026,166.42170
20-05-2026,164.78380
19-05-2026,164.51760
18-05-2026,163.09540
15-05-2026,165.12650
14-05-2026,164.86450
13-05-2026,165.32770
12-05-2026,165.46250
11-05-2026,169.78100
08-05-2026,170.91710
07-05-2026,171.43590
06-05-2026,170.16180
05-05-2026,168.91380
04-05-2026,169.68590
30-04-2026,167.93460
29-04-2026,168.58000
28-04-2026,168.00370
27-04-2026,168.30900
24-04-2026,165.89770
23-04-2026,167.62880
22-04-2026,168.64060
21-04-2026,167.29560
20-04-2026,165.92580
17-04-2026,165.47270
16-04-2026,163.57180
15-04-2026,162.66080
13-04-2026,160.12330
10-04-2026,160.43550
09-04-2026,157.44110
08-04-2026,156.86490
07-04-2026,151.87830
06-04-2026,151.95200
02-04-2026,151.03760
01-04-2026,150.98440
31-03-2026,147.15500
30-03-2026,147.15840
27-03-2026,149.86460
25-03-2026,152.43220
24-03-2026,149.46700
23-03-2026,146.95390
20-03-2026,151.75330
19-03-2026,151.13070
18-03-2026,154.25450
17-03-2026,151.27860
16-03-2026,151.07080
13-03-2026,151.21620
12-03-2026,154.70800
11-03-2026,155.05950
10-03-2026,155.45660
09-03-2026,152.79350
06-03-2026,155.58930
05-03-2026,155.89300
04-03-2026,154.74230
02-03-2026,157.63680
28-02-2026,160.63510
27-02-2026,160.63890
26-02-2026,161.80490
25-02-2026,161.76830
24-02-2026,161.91040
23-02-2026,163.10010
20-02-2026,161.93780
19-02-2026,162.32740
18-02-2026,163.67570
17-02-2026,163.18440
16-02-2026,161.62560
13-02-2026,162.84450
12-02-2026,164.90680
11-02-2026,165.03530
10-02-2026,164.40630
09-02-2026,163.93160
06-02-2026,160.60060
05-02-2026,161.53320
04-02-2026,162.47850
03-02-2026,162.41570
02-02-2026,157.06180
31-01-2026,159.46880
30-01-2026,159.47330
29-01-2026,156.55250
28-01-2026,157.55350
27-01-2026,156.22080
23-01-2026,156.45420
22-01-2026,159.02540
21-01-2026,157.96570
20-01-2026,158.23250
19-01-2026,161.34200
16-01-2026,162.71720
14-01-2026,163.04270
13-01-2026,163.32660
12-01-2026,162.04580
09-01-2026,162.85180
08-01-2026,165.52150
07-01-2026,168.27350
06-01-2026,168.61270
05-01-2026,169.20490
02-01-2026,169.38640
01-01-2026,168.57860
31-12-2025,168.69620
30-12-2025,167.11350
29-12-2025,167.63170
26-12-2025,167.68670
24-12-2025,168.29820
23-12-2025,168.28490
22-12-2025,167.41120
19-12-2025,166.42840
18-12-2025,165.06180
17-12-2025,165.51850
16-12-2025,166.61270
15-12-2025,168.20000
12-12-2025,167.51920
11-12-2025,166.78920
10-12-2025,166.58440
09-12-2025,166.67670
08-12-2025,165.63670
05-12-2025,168.24920
04-12-2025,168.52720
03-12-2025,169.29380
02-12-2025,169.38110
01-12-2025,170.19630
30-11-2025,169.86600
28-11-2025,169.87320
27-11-2025,170.02580
26-11-2025,170.64520
25-11-2025,169.21020
24-11-2025,168.95700
21-11-2025,169.26660
20-11-2025,170.85770
19-11-2025,171.25780
18-11-2025,171.62740
17-11-2025,172.47950
14-11-2025,171.74710
13-11-2025,171.29670
12-11-2025,171.59470
11-11-2025,171.21900
10-11-2025,171.04550
07-11-2025,171.98940
06-11-2025,172.41880
04-11-2025,174.74920
03-11-2025,175.19160
31-10-2025,174.20290
30-10-2025,174.81280
29-10-2025,175.26910
28-10-2025,174.92190
27-10-2025,174.19490
24-10-2025,172.99890
23-10-2025,173.29970
20-10-2025,172.24200
17-10-2025,171.88870
16-10-2025,171.75700
15-10-2025,169.79680
14-10-2025,168.66460
13-10-2025,169.66170
10-10-2025,170.18060
09-10-2025,170.11390
08-10-2025,170.83380
07-10-2025,171.33540
06-10-2025,171.44290
03-10-2025,171.23470
01-10-2025,170.18590
30-09-2025,169.13990
26-09-2025,169.34250
25-09-2025,172.17960
24-09-2025,173.52830
23-09-2025,174.03050
22-09-2025,174.72960
19-09-2025,175.65960
18-09-2025,175.87190
17-09-2025,176.11610
16-09-2025,175.56120
15-09-2025,174.62030
12-09-2025,173.73750
11-09-2025,173.66460
10-09-2025,173.42760
09-09-2025,173.02740
08-09-2025,172.33620
05-09-2025,172.47530
04-09-2025,172.56200
03-09-2025,172.51690
02-09-2025,171.30240
01-09-2025,170.86760
31-08-2025,169.14250
29-08-2025,169.14980
28-08-2025,169.79630
26-08-2025,170.76900
25-08-2025,173.55450
22-08-2025,173.85900
21-08-2025,174.68350
20-08-2025,173.63290
19-08-2025,172.93060
18-08-2025,171.95770
14-08-2025,168.91040
13-08-2025,168.48560
12-08-2025,168.29970
11-08-2025,168.69960
08-08-2025,167.66220
07-08-2025,168.58210
06-08-2025,169.08320
05-08-2025,170.30770
04-08-2025,170.90600
01-08-2025,170.30720
31-07-2025,172.52490
30-07-2025,173.36910
29-07-2025,172.81740
28-07-2025,172.51400
25-07-2025,174.24890
24-07-2025,177.12400
23-07-2025,178.16200
22-07-2025,177.70040
21-07-2025,178.08130
18-07-2025,178.29670
17-07-2025,179.05990
16-07-2025,177.99700
15-07-2025,178.21370
14-07-2025,176.55030
11-07-2025,175.89940
10-07-2025,176.19880
09-07-2025,175.96690
08-07-2025,175.19370
07-07-2025,175.09610
04-07-2025,175.41630
03-07-2025,174.84530
02-07-2025,174.25690
01-07-2025,175.07060
30-06-2025,175.11870
27-06-2025,173.16430
26-06-2025,172.43360
25-06-2025,172.62300
24-06-2025,170.04190
23-06-2025,168.72510
20-06-2025,168.39970
19-06-2025,168.02440
18-06-2025,170.29870
17-06-2025,170.08220
16-06-2025,169.92360
13-06-2025,169.54950
12-06-2025,169.94330
11-06-2025,171.69610
10-06-2025,171.70440
09-06-2025,171.62670
06-06-2025,170.07300
05-06-2025,169.22460
04-06-2025,169.10780
03-06-2025,169.13950
02-06-2025,168.84450
31-05-2025,168.55890
30-05-2025,168.56180
29-05-2025,168.40250
28-05-2025,168.18040
27-05-2025,167.71130
26-05-2025,167.99530
23-05-2025,166.89690
22-05-2025,166.45200
21-05-2025,166.49180
20-05-2025,166.40060
19-05-2025,168.01420
16-05-2025,166.75960
15-05-2025,166.07850
14-05-2025,164.82970
13-05-2025,162.71540
12-05-2025,162.36870
09-05-2025,157.81870
08-05-2025,158.61630
07-05-2025,159.75780
06-05-2025,158.32550
05-05-2025,160.77650
02-05-2025,159.04260
30-04-2025,159.20450
29-04-2025,161.50400
28-04-2025,161.79100
25-04-2025,161.44420
24-04-2025,164.12290
23-04-2025,164.16840
22-04-2025,164.14390
21-04-2025,162.96500
17-04-2025,160.69060
16-04-2025,159.98140
15-04-2025,158.92460
11-04-2025,155.34000
09-04-2025,151.88180
08-04-2025,152.95170
07-04-2025,150.56690
04-04-2025,154.95070
03-04-2025,158.57690
02-04-2025,158.12810
01-04-2025,156.20740
